SampleNo,SampleCollectionDate,LandArea,Irrigation,Longitude,Latitude,pH,EC,Organic Carbon (OC),Available Nitrogen (N),Available Phosphorus (P),Available Potassium (K),Available Sulphur (S),Available Zinc (Zn),Available Boron (B),Available Iron (Fe),Available Manganese (Mn),Available Copper (Cu)
PB/2017-18/95352863/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.854420,74.640200,7.45 : Moderately alkaline,0.13 dS/m: ,0.47 %: Low,-- kg/ha: ,23.59 kg/ha: Medium,162.47 kg/ha: Medium,19.86 ppm: Sufficient,0.81 ppm: Sufficient,-- ppm: ,10.26 ppm: Sufficient,1.54 ppm: Deficient,1.77 ppm: Sufficient
PB/2017-18/95352893/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852945,74.640309,7.85 : Moderately alkaline,0.13 dS/m: ,0.40 %: Low,-- kg/ha: ,10.74 kg/ha: Very Low,170.02 kg/ha: Medium,16.40 ppm: Sufficient,0.24 ppm: Deficient,-- ppm: ,17.46 ppm: Sufficient,0.50 ppm: Deficient,1.60 ppm: Sufficient
PB/2017-18/95352893/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852945,74.640309,7.85 : Moderately alkaline,0.13 dS/m: ,0.40 %: Low,-- kg/ha: ,10.74 kg/ha: Very Low,170.02 kg/ha: Medium,16.40 ppm: Sufficient,0.24 ppm: Deficient,-- ppm: ,17.46 ppm: Sufficient,0.50 ppm: Deficient,1.60 ppm: Sufficient
PB/2017-18/95352927/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.850760,74.640070,7.61 : Moderately alkaline,0.23 dS/m: ,0.41 %: Low,-- kg/ha: ,23.14 kg/ha: Medium,213.40 kg/ha: Medium,19.20 ppm: Sufficient,0.73 ppm: Sufficient,-- ppm: ,5.53 ppm: Sufficient,1.25 ppm: Deficient,1.12 ppm: Sufficient
PB/2017-18/95352927/1,08-11-2017,3.00  Acre,Irrigated(Borewell),31.850760,74.640070,7.61 : Moderately alkaline,0.23 dS/m: ,0.41 %: Low,-- kg/ha: ,23.14 kg/ha: Medium,213.40 kg/ha: Medium,19.20 ppm: Sufficient,0.73 ppm: Sufficient,-- ppm: ,5.53 ppm: Sufficient,1.25 ppm: Deficient,1.12 ppm: Sufficient
PB/2017-18/95352969/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.850611,74.642122,7.81 : Moderately alkaline,0.23 dS/m: ,0.39 %: Low,-- kg/ha: ,20.95 kg/ha: Low,134.18 kg/ha: Low,21.91 ppm: Sufficient,0.63 ppm: Sufficient,-- ppm: ,10.18 ppm: Sufficient,0.93 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/95352969/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.850611,74.642122,7.81 : Moderately alkaline,0.23 dS/m: ,0.39 %: Low,-- kg/ha: ,20.95 kg/ha: Low,134.18 kg/ha: Low,21.91 ppm: Sufficient,0.63 ppm: Sufficient,-- ppm: ,10.18 ppm: Sufficient,0.93 ppm: Deficient,1.49 ppm: Sufficient
PB/2017-18/95353013/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.852391,74.642068,7.14 : Moderately alkaline,0.12 dS/m: ,0.41 %: Low,-- kg/ha: ,16.78 kg/ha: Low,73.65 kg/ha: Low,12.75 ppm: Sufficient,0.54 ppm: Deficient,-- ppm: ,12.80 ppm: Sufficient,1.27 ppm: Deficient,1.41 ppm: Sufficient
PB/2017-18/95353013/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.852391,74.642068,7.14 : Moderately alkaline,0.12 dS/m: ,0.41 %: Low,-- kg/ha: ,16.78 kg/ha: Low,73.65 kg/ha: Low,12.75 ppm: Sufficient,0.54 ppm: Deficient,-- ppm: ,12.80 ppm: Sufficient,1.27 ppm: Deficient,1.41 ppm: Sufficient
PB/2017-18/95353046/2,08-11-2017,3.00  Acre,Irrigated(Borewell),31.862301,74.641751,7.45 : Moderately alkaline,0.18 dS/m: ,0.43 %: Low,-- kg/ha: ,15.63 kg/ha: Low,124.88 kg/ha: Low,29.10 ppm: Sufficient,0.86 ppm: Sufficient,-- ppm: ,10.94 ppm: Sufficient,0.81 ppm: Deficient,1.85 ppm: Sufficient
PB/2017-18/95353046/1,08-11-2017,3.00  Acre,Irrigated,31.862301,74.641751,7.45 : Moderately alkaline,0.18 dS/m: ,0.43 %: Low,-- kg/ha: ,15.63 kg/ha: Low,124.88 kg/ha: Low,29.10 ppm: Sufficient,0.86 ppm: Sufficient,-- ppm: ,10.94 ppm: Sufficient,0.81 ppm: Deficient,1.85 ppm: Sufficient
PB/2017-18/95353114/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.858881,74.641948,7.36 : Moderately alkaline,0.23 dS/m: ,0.40 %: Low,-- kg/ha: ,19.21 kg/ha: Low,133.80 kg/ha: Low,21.71 ppm: Sufficient,0.61 ppm: Deficient,-- ppm: ,11.68 ppm: Sufficient,0.85 ppm: Deficient,1.61 ppm: Sufficient
PB/2017-18/95353114/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.858881,74.641948,7.36 : Moderately alkaline,0.23 dS/m: ,0.40 %: Low,-- kg/ha: ,19.21 kg/ha: Low,133.80 kg/ha: Low,21.71 ppm: Sufficient,0.61 ppm: Deficient,-- ppm: ,11.68 ppm: Sufficient,0.85 ppm: Deficient,1.61 ppm: Sufficient
PB/2017-18/95353150/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.856371,74.642372,7.21 : Moderately alkaline,0.26 dS/m: ,0.42 %: Low,-- kg/ha: ,18.49 kg/ha: Low,104.23 kg/ha: Low,10.16 ppm: Sufficient,0.69 ppm: Sufficient,-- ppm: ,6.44 ppm: Sufficient,3.44 ppm: Sufficient,1.67 ppm: Sufficient
PB/2017-18/95353175/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.854656,74.642782,7.89 : Moderately alkaline,0.25 dS/m: ,0.44 %: Low,-- kg/ha: ,23.32 kg/ha: Medium,143.23 kg/ha: Low,12.73 ppm: Sufficient,1.00 ppm: Sufficient,-- ppm: ,9.58 ppm: Sufficient,4.42 ppm: Sufficient,2.40 ppm: Sufficient
PB/2017-18/95353175/1,08-11-2017,2.00  Acre,Irrigated(Borewell),31.854656,74.642782,7.89 : Moderately alkaline,0.25 dS/m: ,0.44 %: Low,-- kg/ha: ,23.32 kg/ha: Medium,143.23 kg/ha: Low,12.73 ppm: Sufficient,1.00 ppm: Sufficient,-- ppm: ,9.58 ppm: Sufficient,4.42 ppm: Sufficient,2.40 ppm: Sufficient
PB/2017-18/95353205/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.860535,74.644372,7.36 : Moderately alkaline,0.26 dS/m: ,0.46 %: Low,-- kg/ha: ,28.63 kg/ha: Medium,141.48 kg/ha: Low,15.62 ppm: Sufficient,0.82 ppm: Sufficient,-- ppm: ,7.93 ppm: Sufficient,2.44 ppm: Sufficient,1.79 ppm: Sufficient
PB/2017-18/95353237/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.859211,74.644152,7.21 : Moderately alkaline,0.16 dS/m: ,0.44 %: Low,-- kg/ha: ,12.99 kg/ha: Low,171.56 kg/ha: Medium,15.04 ppm: Sufficient,0.28 ppm: Deficient,-- ppm: ,18.03 ppm: Sufficient,0.55 ppm: Deficient,1.68 ppm: Sufficient
PB/2017-18/95353260/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.856713,74.643929,7.25 : Moderately alkaline,0.25 dS/m: ,0.40 %: Low,-- kg/ha: ,24.51 kg/ha: Medium,215.38 kg/ha: Medium,19.72 ppm: Sufficient,0.75 ppm: Sufficient,-- ppm: ,5.52 ppm: Sufficient,1.23 ppm: Deficient,1.12 ppm: Sufficient
PB/2017-18/95353260/3,08-11-2017,2.00  Acre,Irrigated(Tube well),31.856713,74.643929,7.25 : Moderately alkaline,0.25 dS/m: ,0.40 %: Low,-- kg/ha: ,24.51 kg/ha: Medium,215.38 kg/ha: Medium,19.72 ppm: Sufficient,0.75 ppm: Sufficient,-- ppm: ,5.52 ppm: Sufficient,1.23 ppm: Deficient,1.12 ppm: Sufficient
PB/2017-18/95353260/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.856713,74.643929,7.25 : Moderately alkaline,0.25 dS/m: ,0.40 %: Low,-- kg/ha: ,24.51 kg/ha: Medium,215.38 kg/ha: Medium,19.72 ppm: Sufficient,0.75 ppm: Sufficient,-- ppm: ,5.52 ppm: Sufficient,1.23 ppm: Deficient,1.12 ppm: Sufficient
PB/2017-18/95353299/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.854660,74.643760,7.63 : Moderately alkaline,0.17 dS/m: ,0.48 %: Low,-- kg/ha: ,24.89 kg/ha: Medium,218.47 kg/ha: Medium,19.94 ppm: Sufficient,0.76 ppm: Sufficient,-- ppm: ,5.56 ppm: Sufficient,1.26 ppm: Deficient,1.12 ppm: Sufficient
PB/2017-18/95353299/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.854660,74.643760,7.63 : Moderately alkaline,0.17 dS/m: ,0.48 %: Low,-- kg/ha: ,24.89 kg/ha: Medium,218.47 kg/ha: Medium,19.94 ppm: Sufficient,0.76 ppm: Sufficient,-- ppm: ,5.56 ppm: Sufficient,1.26 ppm: Deficient,1.12 ppm: Sufficient
PB/2017-18/95353332/2,08-11-2017,3.00  Acre,Irrigated(Borewell),31.855047,74.646155,7.23 : Moderately alkaline,0.24 dS/m: ,0.41 %: Low,-- kg/ha: ,20.47 kg/ha: Low,126.52 kg/ha: Low,22.12 ppm: Sufficient,0.57 ppm: Deficient,-- ppm: ,10.30 ppm: Sufficient,0.80 ppm: Deficient,1.47 ppm: Sufficient
PB/2017-18/95353332/1,08-11-2017,3.00  Acre,Irrigated,31.855047,74.646155,7.23 : Moderately alkaline,0.24 dS/m: ,0.41 %: Low,-- kg/ha: ,20.47 kg/ha: Low,126.52 kg/ha: Low,22.12 ppm: Sufficient,0.57 ppm: Deficient,-- ppm: ,10.30 ppm: Sufficient,0.80 ppm: Deficient,1.47 ppm: Sufficient
PB/2017-18/95353403/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.851597,74.644083,7.89 : Moderately alkaline,0.24 dS/m: ,0.39 %: Low,-- kg/ha: ,17.12 kg/ha: Low,72.44 kg/ha: Low,12.85 ppm: Sufficient,0.48 ppm: Deficient,-- ppm: ,12.47 ppm: Sufficient,1.10 ppm: Deficient,1.37 ppm: Sufficient
PB/2017-18/95353403/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.851597,74.644083,7.89 : Moderately alkaline,0.24 dS/m: ,0.39 %: Low,-- kg/ha: ,17.12 kg/ha: Low,72.44 kg/ha: Low,12.85 ppm: Sufficient,0.48 ppm: Deficient,-- ppm: ,12.47 ppm: Sufficient,1.10 ppm: Deficient,1.37 ppm: Sufficient
PB/2017-18/95353439/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.850492,74.649301,7.81 : Moderately alkaline,0.16 dS/m: ,0.46 %: Low,-- kg/ha: ,18.31 kg/ha: Low,106.67 kg/ha: Low,30.33 ppm: Sufficient,0.86 ppm: Sufficient,-- ppm: ,11.72 ppm: Sufficient,1.40 ppm: Deficient,1.66 ppm: Sufficient
PB/2017-18/95353439/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.850492,74.649301,7.81 : Moderately alkaline,0.16 dS/m: ,0.46 %: Low,-- kg/ha: ,18.31 kg/ha: Low,106.67 kg/ha: Low,30.33 ppm: Sufficient,0.86 ppm: Sufficient,-- ppm: ,11.72 ppm: Sufficient,1.40 ppm: Deficient,1.66 ppm: Sufficient
PB/2017-18/95353508/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.851420,74.653380,7.72 : Moderately alkaline,0.26 dS/m: ,0.35 %: Low,-- kg/ha: ,19.87 kg/ha: Low,146.68 kg/ha: Medium,22.09 ppm: Sufficient,0.77 ppm: Sufficient,-- ppm: ,13.11 ppm: Sufficient,0.90 ppm: Deficient,1.86 ppm: Sufficient
PB/2017-18/95353508/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.851420,74.653380,7.72 : Moderately alkaline,0.26 dS/m: ,0.35 %: Low,-- kg/ha: ,19.87 kg/ha: Low,146.68 kg/ha: Medium,22.09 ppm: Sufficient,0.77 ppm: Sufficient,-- ppm: ,13.11 ppm: Sufficient,0.90 ppm: Deficient,1.86 ppm: Sufficient
PB/2017-18/95353538/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852801,74.649304,7.25 : Moderately alkaline,0.33 dS/m: ,0.38 %: Low,-- kg/ha: ,20.93 kg/ha: Low,170.69 kg/ha: Medium,28.15 ppm: Sufficient,0.84 ppm: Sufficient,-- ppm: ,12.07 ppm: Sufficient,1.80 ppm: Deficient,1.56 ppm: Sufficient
PB/2017-18/95353538/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852801,74.649304,7.25 : Moderately alkaline,0.33 dS/m: ,0.38 %: Low,-- kg/ha: ,20.93 kg/ha: Low,170.69 kg/ha: Medium,28.15 ppm: Sufficient,0.84 ppm: Sufficient,-- ppm: ,12.07 ppm: Sufficient,1.80 ppm: Deficient,1.56 ppm: Sufficient
PB/2017-18/95353574/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.852039,74.651997,7.35 : Moderately alkaline,0.27 dS/m: ,0.41 %: Low,-- kg/ha: ,19.18 kg/ha: Low,171.58 kg/ha: Medium,27.45 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,12.05 ppm: Sufficient,1.82 ppm: Deficient,1.55 ppm: Sufficient
PB/2017-18/95353574/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.852039,74.651997,7.35 : Moderately alkaline,0.27 dS/m: ,0.41 %: Low,-- kg/ha: ,19.18 kg/ha: Low,171.58 kg/ha: Medium,27.45 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,12.05 ppm: Sufficient,1.82 ppm: Deficient,1.55 ppm: Sufficient
PB/2017-18/95353614/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.862322,74.623852,7.55 : Moderately alkaline,0.14 dS/m: ,0.42 %: Low,-- kg/ha: ,21.17 kg/ha: Low,126.02 kg/ha: Low,23.16 ppm: Sufficient,0.56 ppm: Deficient,-- ppm: ,10.27 ppm: Sufficient,0.76 ppm: Deficient,1.41 ppm: Sufficient
PB/2017-18/95353614/3,08-11-2017,2.00  Acre,Irrigated(Tube well),31.862322,74.623852,7.55 : Moderately alkaline,0.14 dS/m: ,0.42 %: Low,-- kg/ha: ,21.17 kg/ha: Low,126.02 kg/ha: Low,23.16 ppm: Sufficient,0.56 ppm: Deficient,-- ppm: ,10.27 ppm: Sufficient,0.76 ppm: Deficient,1.41 ppm: Sufficient
PB/2017-18/95353614/1,08-11-2017,2.00  Acre,Irrigated,31.862322,74.623852,7.55 : Moderately alkaline,0.14 dS/m: ,0.42 %: Low,-- kg/ha: ,21.17 kg/ha: Low,126.02 kg/ha: Low,23.16 ppm: Sufficient,0.56 ppm: Deficient,-- ppm: ,10.27 ppm: Sufficient,0.76 ppm: Deficient,1.41 ppm: Sufficient
PB/2017-18/95353652/1,08-11-2017,5.00  Acre,Irrigated(Well),31.863168,74.625668,7.88 : Moderately alkaline,0.25 dS/m: ,0.44 %: Low,-- kg/ha: ,25.85 kg/ha: Medium,153.93 kg/ha: Medium,24.18 ppm: Sufficient,0.81 ppm: Sufficient,-- ppm: ,13.32 ppm: Sufficient,1.32 ppm: Deficient,1.82 ppm: Sufficient
PB/2017-18/95353680/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.862662,74.627821,7.36 : Moderately alkaline,0.28 dS/m: ,0.41 %: Low,-- kg/ha: ,24.24 kg/ha: Medium,187.04 kg/ha: Medium,21.01 ppm: Sufficient,0.76 ppm: Sufficient,-- ppm: ,7.32 ppm: Sufficient,1.12 ppm: Deficient,1.28 ppm: Sufficient
PB/2017-18/95353712/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.861307,74.628045,7.21 : Moderately alkaline,0.25 dS/m: ,0.42 %: Low,-- kg/ha: ,17.14 kg/ha: Low,138.54 kg/ha: Low,22.75 ppm: Sufficient,0.59 ppm: Deficient,-- ppm: ,9.96 ppm: Sufficient,0.99 ppm: Deficient,1.44 ppm: Sufficient
PB/2017-18/95353767/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.861212,74.623571,7.58 : Moderately alkaline,0.33 dS/m: ,0.42 %: Low,-- kg/ha: ,19.15 kg/ha: Low,295.46 kg/ha: Medium,23.15 ppm: Sufficient,1.03 ppm: Sufficient,-- ppm: ,11.44 ppm: Sufficient,2.98 ppm: Sufficient,1.85 ppm: Sufficient
PB/2017-18/95353795/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.859357,74.627944,7.35 : Moderately alkaline,0.42 dS/m: ,0.48 %: Low,-- kg/ha: ,25.65 kg/ha: Medium,277.31 kg/ha: Medium,26.35 ppm: Sufficient,0.94 ppm: Sufficient,-- ppm: ,8.94 ppm: Sufficient,3.61 ppm: Sufficient,1.70 ppm: Sufficient
PB/2017-18/95353795/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.859357,74.627944,7.35 : Moderately alkaline,0.42 dS/m: ,0.48 %: Low,-- kg/ha: ,25.65 kg/ha: Medium,277.31 kg/ha: Medium,26.35 ppm: Sufficient,0.94 ppm: Sufficient,-- ppm: ,8.94 ppm: Sufficient,3.61 ppm: Sufficient,1.70 ppm: Sufficient
PB/2017-18/95353835/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.858933,74.625831,7.89 : Moderately alkaline,0.18 dS/m: ,0.43 %: Low,-- kg/ha: ,18.14 kg/ha: Low,355.71 kg/ha: High,21.94 ppm: Sufficient,0.75 ppm: Sufficient,-- ppm: ,8.92 ppm: Sufficient,2.37 ppm: Sufficient,2.04 ppm: Sufficient
PB/2017-18/95353835/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.858933,74.625831,7.89 : Moderately alkaline,0.18 dS/m: ,0.43 %: Low,-- kg/ha: ,18.14 kg/ha: Low,355.71 kg/ha: High,21.94 ppm: Sufficient,0.75 ppm: Sufficient,-- ppm: ,8.92 ppm: Sufficient,2.37 ppm: Sufficient,2.04 ppm: Sufficient
PB/2017-18/95353937/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.856697,74.625357,7.82 : Moderately alkaline,0.12 dS/m: ,0.43 %: Low,-- kg/ha: ,16.88 kg/ha: Low,267.68 kg/ha: Medium,22.91 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,15.18 ppm: Sufficient,4.34 ppm: Sufficient,2.10 ppm: Sufficient
PB/2017-18/95353937/1,08-11-2017,3.00  Acre,Irrigated,31.856697,74.625357,7.82 : Moderately alkaline,0.12 dS/m: ,0.43 %: Low,-- kg/ha: ,16.88 kg/ha: Low,267.68 kg/ha: Medium,22.91 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,15.18 ppm: Sufficient,4.34 ppm: Sufficient,2.10 ppm: Sufficient
PB/2017-18/95354015/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.855291,74.628019,7.86 : Moderately alkaline,0.25 dS/m: ,0.40 %: Low,-- kg/ha: ,17.53 kg/ha: Low,242.82 kg/ha: Medium,31.10 ppm: Sufficient,0.81 ppm: Sufficient,-- ppm: ,21.00 ppm: Sufficient,4.69 ppm: Sufficient,2.14 ppm: Sufficient
PB/2017-18/95354015/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.855291,74.628019,7.86 : Moderately alkaline,0.25 dS/m: ,0.40 %: Low,-- kg/ha: ,17.53 kg/ha: Low,242.82 kg/ha: Medium,31.10 ppm: Sufficient,0.81 ppm: Sufficient,-- ppm: ,21.00 ppm: Sufficient,4.69 ppm: Sufficient,2.14 ppm: Sufficient
PB/2017-18/95354047/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.854953,74.626263,7.48 : Moderately alkaline,0.26 dS/m: ,0.46 %: Low,-- kg/ha: ,20.59 kg/ha: Low,212.46 kg/ha: Medium,19.02 ppm: Sufficient,0.71 ppm: Sufficient,-- ppm: ,11.14 ppm: Sufficient,2.42 ppm: Sufficient,2.00 ppm: Sufficient
PB/2017-18/95354047/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.854953,74.626263,7.48 : Moderately alkaline,0.26 dS/m: ,0.46 %: Low,-- kg/ha: ,20.59 kg/ha: Low,212.46 kg/ha: Medium,19.02 ppm: Sufficient,0.71 ppm: Sufficient,-- ppm: ,11.14 ppm: Sufficient,2.42 ppm: Sufficient,2.00 ppm: Sufficient
PB/2017-18/95354122/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.855232,74.621462,7.59 : Moderately alkaline,0.24 dS/m: ,0.38 %: Low,-- kg/ha: ,16.12 kg/ha: Low,239.01 kg/ha: Medium,17.57 ppm: Sufficient,0.79 ppm: Sufficient,-- ppm: ,11.59 ppm: Sufficient,2.51 ppm: Sufficient,1.67 ppm: Sufficient
PB/2017-18/95354122/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.855232,74.621462,7.59 : Moderately alkaline,0.24 dS/m: ,0.38 %: Low,-- kg/ha: ,16.12 kg/ha: Low,239.01 kg/ha: Medium,17.57 ppm: Sufficient,0.79 ppm: Sufficient,-- ppm: ,11.59 ppm: Sufficient,2.51 ppm: Sufficient,1.67 ppm: Sufficient
PB/2017-18/95354159/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.852546,74.627620,7.36 : Moderately alkaline,0.13 dS/m: ,0.41 %: Low,-- kg/ha: ,14.75 kg/ha: Low,299.26 kg/ha: Medium,21.17 ppm: Sufficient,4.99 ppm: Sufficient,-- ppm: ,8.16 ppm: Sufficient,1.25 ppm: Deficient,4.15 ppm: Sufficient
PB/2017-18/95354195/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852373,74.625918,7.84 : Moderately alkaline,0.25 dS/m: ,0.37 %: Low,-- kg/ha: ,13.15 kg/ha: Low,190.60 kg/ha: Medium,14.80 ppm: Sufficient,0.83 ppm: Sufficient,-- ppm: ,10.30 ppm: Sufficient,2.06 ppm: ,1.73 ppm: Sufficient
PB/2017-18/95354195/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852373,74.625918,7.84 : Moderately alkaline,0.25 dS/m: ,0.37 %: Low,-- kg/ha: ,13.15 kg/ha: Low,190.60 kg/ha: Medium,14.80 ppm: Sufficient,0.83 ppm: Sufficient,-- ppm: ,10.30 ppm: Sufficient,2.06 ppm: ,1.73 ppm: Sufficient
PB/2017-18/95354233/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.852887,74.623657,7.15 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,13.69 kg/ha: Low,250.43 kg/ha: Medium,19.88 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,10.46 ppm: Sufficient,3.36 ppm: Sufficient,1.85 ppm: Sufficient
PB/2017-18/95354233/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.852887,74.623657,7.15 : Moderately alkaline,0.25 dS/m: ,0.45 %: Low,-- kg/ha: ,13.69 kg/ha: Low,250.43 kg/ha: Medium,19.88 ppm: Sufficient,0.80 ppm: Sufficient,-- ppm: ,10.46 ppm: Sufficient,3.36 ppm: Sufficient,1.85 ppm: Sufficient
PB/2017-18/95354296/1,08-11-2017,5.00  Acre,Irrigated(Tube well),31.851219,74.625902,7.69 : Moderately alkaline,0.19 dS/m: ,0.45 %: Low,-- kg/ha: ,17.57 kg/ha: Low,344.51 kg/ha: High,27.16 ppm: Sufficient,1.00 ppm: Sufficient,-- ppm: ,9.96 ppm: Sufficient,2.56 ppm: Sufficient,1.66 ppm: Sufficient
PB/2017-18/95480723/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.861370,74.635470,7.86 : Moderately alkaline,0.19 dS/m: ,0.42 %: Low,-- kg/ha: ,11.28 kg/ha: Very Low,162.71 kg/ha: Medium,16.37 ppm: Sufficient,0.20 ppm: Deficient,-- ppm: ,11.19 ppm: Sufficient,1.43 ppm: Deficient,2.00 ppm: Sufficient
PB/2017-18/95480723/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.861370,74.635470,7.86 : Moderately alkaline,0.19 dS/m: ,0.42 %: Low,-- kg/ha: ,11.28 kg/ha: Very Low,162.71 kg/ha: Medium,16.37 ppm: Sufficient,0.20 ppm: Deficient,-- ppm: ,11.19 ppm: Sufficient,1.43 ppm: Deficient,2.00 ppm: Sufficient
PB/2017-18/95480786/2,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852829,74.637455,8.51 : ,0.11 dS/m: ,0.44 %: Low,-- kg/ha: ,19.02 kg/ha: Low,135.63 kg/ha: Low,17.01 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,8.76 ppm: Sufficient,0.90 ppm: Deficient,1.31 ppm: Sufficient
PB/2017-18/95480786/3,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852829,74.637455,8.51 : ,0.11 dS/m: ,0.44 %: Low,-- kg/ha: ,19.02 kg/ha: Low,135.63 kg/ha: Low,17.01 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,8.76 ppm: Sufficient,0.90 ppm: Deficient,1.31 ppm: Sufficient
PB/2017-18/95480786/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.852829,74.637455,8.51 : ,0.11 dS/m: ,0.44 %: Low,-- kg/ha: ,19.02 kg/ha: Low,135.63 kg/ha: Low,17.01 ppm: Sufficient,0.53 ppm: Deficient,-- ppm: ,8.76 ppm: Sufficient,0.90 ppm: Deficient,1.31 ppm: Sufficient
PB/2017-18/95480862/2,08-11-2017,3.00  Acre,Irrigated(Tube well),31.860610,74.641827,7.56 : Moderately alkaline,0.24 dS/m: ,0.48 %: Low,-- kg/ha: ,19.61 kg/ha: Low,147.73 kg/ha: Medium,22.97 ppm: Sufficient,0.79 ppm: Sufficient,-- ppm: ,13.37 ppm: Sufficient,0.96 ppm: Deficient,1.90 ppm: Sufficient
PB/2017-18/95480862/1,08-11-2017,3.00  Acre,Irrigated(Tube well),31.860610,74.641827,7.56 : Moderately alkaline,0.24 dS/m: ,0.48 %: Low,-- kg/ha: ,19.61 kg/ha: Low,147.73 kg/ha: Medium,22.97 ppm: Sufficient,0.79 ppm: Sufficient,-- ppm: ,13.37 ppm: Sufficient,0.96 ppm: Deficient,1.90 ppm: Sufficient
PB/2017-18/95480947/2,08-11-2017,2.00  Acre,Irrigated(Well),31.853376,74.644921,7.35 : Moderately alkaline,0.21 dS/m: ,0.47 %: Low,-- kg/ha: ,25.85 kg/ha: Medium,123.63 kg/ha: Low,27.98 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,14.10 ppm: Sufficient,0.91 ppm: Deficient,2.05 ppm: Sufficient
PB/2017-18/95480947/1,08-11-2017,2.00  Acre,Irrigated(Tube well),31.853376,74.644921,7.35 : Moderately alkaline,0.21 dS/m: ,0.47 %: Low,-- kg/ha: ,25.85 kg/ha: Medium,123.63 kg/ha: Low,27.98 ppm: Sufficient,1.05 ppm: Sufficient,-- ppm: ,14.10 ppm: Sufficient,0.91 ppm: Deficient,2.05 ppm: Sufficient
PB/2017-18/95481031/2,08-11-2017,2.00  Acre,Irrigated(Borewell),31.850728,74.651358,7.65 : Moderately alkaline,0.52 dS/m: ,0.41 %: Low,-- kg/ha: ,19.35 kg/ha: Low,151.51 kg/ha: Medium,22.30 ppm: Sufficient,0.79 ppm: Sufficient,-- ppm: ,12.77 ppm: Sufficient,1.35 ppm: Deficient,1.67 ppm: Sufficient
