Season,Sector,Category,Crop,QueryType,Query,Answer,State,District,Block,DateTime
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,white fly attack?,Spray Actra 5 gm  /15 Lit of Water  Spary bavistin 30gm/15 Lit of Water .,MAHARASHTRA,NASIK,NASHIK,2015-08-19 07:13:20.000
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips ?,Spray super confidor 10 ml /15 liter water(Imida 17.8 sl)-Bayer,MAHARASHTRA,NASIK,SINNAR,2015-08-20 14:40:20.663
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white fly on cotton?,Spray Polo 25gm /15 Lit of Water.,MAHARASHTRA,NASIK,DINDORI,2015-08-21 08:25:25.600
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,farmer asked about flower drop?,SPRAY PLANO FIX 5 ML + 00:52:34 60 GM/15 LITER WATER.,MAHARASHTRA,NASIK,MALEGAON,2015-08-21 11:35:24.127
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of red leaves ?,spraying of urea + magneshiam salphet,MAHARASHTRA,NASIK,NIPHAD,2015-08-21 17:58:50.897
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,MAHARASHTRA,NASIK,YEOLA,2015-08-21 21:00:58.797
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips in cotton ?,Spray Actra 5 gm + ??:??:?? ?? gm /15 Lit of Water.,MAHARASHTRA,NASIK,MALEGAON,2015-08-23 11:23:16.017
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of sucking pest,Spray Redomil Gold 30gm + humic acid 30 ml /15Lit of Water drainching,MAHARASHTRA,NASIK,SINNAR,2015-08-23 11:53:15.877
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphids in cotton ?,Spray Tata mida10 ml /15 liter water(Imida 17.8 sl)-Tata Rallis,MAHARASHTRA,NASIK,YEOLA,2015-08-25 06:38:16.467
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,red leaves of cotton ?,spray urea 200 gm + magnesium sulphate 60 gm / 15 liter water,MAHARASHTRA,NASIK,NANDGAON,2015-08-28 09:25:33.260
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fungus attack on chilli?,SPRAY M 45 30 GM /15 LITER WATER(mancozeb)Dow Agro,MAHARASHTRA,NASIK,YEOLA,2015-08-30 14:48:05.593
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips and jassids,Spray Actra 5 gm + 19:19:19 60 gram +MICROLLA 30 ML /15 Liter of Water,MAHARASHTRA,NASIK,MALEGAON,2016-08-01 14:39:42.660
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips on cotton?,Spray Regent 30 ml /15 liter water(Fipronil 5 SC)-Bayer,MAHARASHTRA,NASIK,CHANDWAD,2016-08-04 20:35:56.667
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf eating caterpillar on cotton?,Spary Dimethoate 1.5 ml  /1 liter water,MAHARASHTRA,NASIK,BAGLAN,2016-08-06 20:02:20.633
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips and jassids?,Spray Regent 30 ml /15 liter water(Fipronil 5 SC)-Bayer.,MAHARASHTRA,NASIK,MALEGAON,2016-08-07 18:25:15.953
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest control on cotton crop?,YOU CAN SPRAY DIMITHOET 2 MILI /LITER WATER USE FOR SUCKING PEST CONTROL ON COTTON CROP,MAHARASHTRA,NASIK,MALEGAON,2016-08-08 10:15:10.150
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphids and sugarcane pyrilla(mava),Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,NASIK,SINNAR,2016-08-14 11:33:54.520
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of sucking pest,Spray Tata mida10 ml /15 liter water(Imida 17.8 sl)-Tata Rallis,MAHARASHTRA,NASIK,KALWAN,2016-08-20 10:17:58.417
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,control of sucking pest attack ?,spraying of super confidor 15 ml / 15 liter water,MAHARASHTRA,NASIK,NANDGAON,2016-08-26 14:17:33.557
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of leaf miner?,??????? ???? 20 ???? 10 ???? ??????????? ???? ?????? ?????.,MAHARASHTRA,NASIK,NASHIK,2016-08-27 14:07:44.393
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,jassids on cotton?,Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,NASIK,YEOLA,2016-08-29 20:54:26.153
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips on cotton ?,thrips on cotton - Spray Tata mida 07 ml /15 liter water(Imida 17.8 sl)-Tata Rallis,MAHARASHTRA,NASIK,MALEGAON,2016-08-31 19:39:08.293
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of mili bug on cotton?,attack of mili bug on cotton-Spray Nuwan 15 ml/15Lit of Water.,MAHARASHTRA,DHULE,DHULE,2015-08-01 11:01:34.167
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton redning ?,use magnesium sulphate 8 kilo / acer,MAHARASHTRA,DHULE,DHULE,2015-08-01 12:11:45.457
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of red leaf---,SPRAY UREA - 200 GRAM + MgSO4 -- 100 GRAM IN  15 LIT OF WATER,MAHARASHTRA,DHULE,SHIRPUR,2015-08-01 18:37:12.320
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest on cotton?,Sucking Pest on cotton-Spray Actra 5 gm /15 Lit of Water.,MAHARASHTRA,DHULE,DHULE,2015-08-02 09:06:07.170
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for red leaf of cotton-?,RED LEAF OF COTTON== MAGNESIUM SULFHATE 60 GM + UREA 50 GRAM / 15 ;IT WATER / SPRAY,MAHARASHTRA,DHULE,DHULE,2015-08-02 09:13:50.990
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips on cotton,thrips on cotton  - 4 ML /LITER WATER SPRAY,MAHARASHTRA,DHULE,SAKRI,2015-08-02 17:14:20.580
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redning on cotton,REDNING ON COTTON  - MG SULFATE 10 KG + UREA 15 KG /ACRE,MAHARASHTRA,DHULE,DHULE,2015-08-02 17:17:50.333
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer dose -,Spray Actra 5 gm/15 Lit of Water.,MAHARASHTRA,DHULE,SAKRI,2015-08-03 06:33:36.490
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for attck of aphids on cotton-?,Spray super confidor 10 ml /15 liter of water(Imida 17.8 sl)-Bayer,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-03 09:31:58.680
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redning in cotton?,Redning in cotton-SPRAY MAGNESIUM SULPHATE 60 GM + DAP 200 GM/15 LITER WATER,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-03 14:59:34.390
RABI,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,for flower growth of cotton crop?,spray boomflower 300 mili + 00:52:34 4 lg + calci bore 3 kg in 200 lit of water through drip /acre,MAHARASHTRA,DHULE,DHULE,2015-08-04 08:00:14.170
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about mealy bugs on cotton?,Spray Admire 5gm+ Sticker 10ml+ Nuwan 15ml+ Bavistine 30gm/ 15 liter water,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-04 15:07:13.777
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of caterpillar ?,Spray Chloropyriphos 30ml/15 Lit of Water.,MAHARASHTRA,DHULE,SAKRI,2015-08-04 20:38:07.637
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf eating caterpillar ?,spray Chloropyriphos 30ml/15 Lit of Water.,MAHARASHTRA,DHULE,DHULE,2015-08-05 11:56:39.647
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,cotton fertilizer spray ?,19:19:19 + Microla 15 liter of Water for Sap,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-05 14:11:57.610
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop on cotton?,Spray Boom flower 20ml/15lit of Water.,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-05 15:26:32.560
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,red leaves cotton,Microla 40 ML  + 12:61:00 100 gram per pump,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-06 10:50:23.460
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redening on cotton?,redening on cotton -Spray 300 gm dap +50 gm magnesium sulphate/ 15 LIT OF WATER,MAHARASHTRA,DHULE,DHULE,2015-08-06 19:34:31.407
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf curl on cotton ?,Spray Redomil Gold 30gm +actra 5 gm / 15 LITER OF WATER,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-06 21:16:43.327
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,lalya on cotton?,spray 12:61:00  5 gram+ mgso4   3 gram+ tatamanik 0.50 graam/liter,MAHARASHTRA,DHULE,DHULE,2015-08-07 14:44:17.490
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about weather forecasting,Cloudy weather  possibility of rain,MAHARASHTRA,DHULE,SHIRPUR,2015-08-08 16:36:04.600
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,red leaf in cotton?,spray taba 40 mili / 15 litre water,MAHARASHTRA,DHULE,DHULE,2015-08-10 12:50:35.887
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,milly  bug on cotton,MILLY  BUG ON COTTON  - NEAON 20 ML /15 LITER WATER SPRAY,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-11 10:47:47.120
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of red leaf,SPRAY UREA ---200 GRAM  + MgSO4 --- 100 GRAM IN 15 LIT OF WATER,MAHARASHTRA,DHULE,SHIRPUR,2015-08-11 11:20:28.307
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,red mites on  cotton,Red Mites on  cotton-Spray Oberon 15ml / omite 5ml/15Lit of Water,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-11 12:41:57.103
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,mealy bug attack on cotton?,SPRAY NUWAN 25 ML / 15 LITER OF WATER.,MAHARASHTRA,DHULE,SAKRI,2015-08-11 18:19:02.717
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,weedicide in cotton,SPRAY TARGA SUPER OR WHEEP SUPER WITH HITWEED HERBICIDE FOR COTTON CROP,MAHARASHTRA,DHULE,SAKRI,2015-08-12 14:37:28.477
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of root rot ?,humic acid 30ml +19 19 19 60  + microlla 30ml /15lit of water.,MAHARASHTRA,DHULE,SHIRPUR,2015-08-12 15:48:07.417
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redenning in cotton?,spray 100 gm urea + magnesium sulphate 40 gm/15 liter water,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-13 09:18:04.160
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attck of red leaf?,UREA 100GM + SSP 300GM + MAGNESIUM SULPHATE 50GM + BAVISTIN 30GM/10 LIT WATER,MAHARASHTRA,DHULE,SHIRPUR,2015-08-13 11:33:35.917
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about red leaves in cotton,srpay bavistin 30 gm + magnesium sulphate 60 gram /15liter of water,MAHARASHTRA,DHULE,DHULE,2015-08-13 14:15:40.057
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,white fly attack on cotton?,Spray Actra 5 gm +  redomil gold 30 gm /15 Lit of Water.,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-13 14:26:25.130
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest ?,Spray Actra 5 gm + regent 10 ml /15 Lit of Water.,MAHARASHTRA,DHULE,SAKRI,2015-08-13 17:03:23.847
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,radning on cotton,RADNING ON COTTON  - MAGNESIUM SULFATE 10 KG + 18 :46 15 KG /ACRE,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-14 16:44:57.370
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer dose for flower development in cotton crop?,spray boom flower 20 ml + 00:52:34 60 gm/15 liter water,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-15 10:38:06.877
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop in cotton,SPRAY PLANO FIX 5 ML + 00:52:34 60 GM/15 LITER WATER,MAHARASHTRA,DHULE,DHULE,2015-08-15 10:54:25.083
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,rednning of cotton ?,SPRAY MAGNESIUM SULPHATE 60 GM + BAVISTINE 30 GM  + DAP 200 GM/15 LITER OF  WATER,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-16 10:19:28.517
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,weed in cotton ?,weed in cotton -use of weedicide hitweed,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-16 20:20:44.677
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redening on cotton?,Magnesium sulphate 10 kg/acre,MAHARASHTRA,DHULE,DHULE,2015-08-17 15:08:52.177
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,white fly on cotton?,Spray Polo 25gm /15 Lit of Water.,MAHARASHTRA,DHULE,DHULE,2015-08-18 07:48:19.787
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphid on cotton ?,SPRAY ASDMIRE 4 GM + BAVISTIN 30 GM/ 15 LITRE OF WATER,MAHARASHTRA,DHULE,DHULE,2015-08-18 13:27:21.040
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer doses on cotton?,Spray 00-52-34 30gm /,MAHARASHTRA,DHULE,DHULE,2015-08-18 15:12:21.230
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest on cotton ?,SUCKING PEST ON COTTON - SPRAY BAVISTIN 25 GM + ROGAR 20 ML / 15 LIT WATER,MAHARASHTRA,DHULE,SAKRI,2015-08-18 16:10:27.823
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop ?,Spray 12:61:00 5gram + magnesium sulphate 3gram/litre,MAHARASHTRA,DHULE,SAKRI,2015-08-18 16:48:57.603
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop in cotton?,Spray plano fix 5 ml/15 liter water,MAHARASHTRA,DHULE,SAKRI,2015-08-18 16:55:53.857
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,for growth of cotton ?,SPRAY MICROLLA 30 ML + 19:19:19 30 GM/15 LITER WATER,MAHARASHTRA,DHULE,DHULE,2015-08-19 10:36:32.350
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about  sucking pest attack on cotton?,SPRAY ULLALA @ 8 GM / 15 LITER OF WATER.,MAHARASHTRA,DHULE,DHULE,2015-08-19 15:55:37.830
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,flower drop ?,Spray Boom flower 25ml + CA 20 GM + BORON 20ml/15lit of Water.,MAHARASHTRA,DHULE,DHULE,2015-08-19 16:56:32.693
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fangi on cotton,FANGI ON COTTON  - BAVISTIN 30 GM /15 LITER WATER SPRAY,MAHARASHTRA,DHULE,SHIRPUR,2015-08-20 09:47:25.673
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,redennmg on cotton?,12:61:00 5 graam+ mgso4  3 graam/liter,MAHARASHTRA,DHULE,DHULE,2015-08-20 19:18:32.260
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,mili bug attack on cotton ?,MILI BUG ATTACK ON COTTON - Spray Polo 25gm /15 Lit of Water.,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-23 09:17:26.463
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips????????,Spray Actra 5 gm/15 Lit of Water.,MAHARASHTRA,DHULE,SAKRI,2015-08-23 17:08:09.443
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer dose for cotton,fertilizer dose for cotton - apply  20:20:00  1 bag +25 kg mop +10 kg zinc sulphate + 10 kg ferrus sulphate + 5 kg boron /acre,MAHARASHTRA,DHULE,DHULE,2015-08-24 09:46:06.847
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,mealy bug on cotton,mealy bug on cotton - spray confidor 15 ml + 20 gm detergent powder / 15 lit of water,MAHARASHTRA,DHULE,DHULE,2015-08-24 12:15:48.950
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips on cotton?,Spray Actra 5 gm /15 Lit of Water,MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-25 08:58:28.460
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,weather forecast ?,"cloudy weather, possibility light rainfall.",MAHARASHTRA,DHULE,SHINDKHEDE,2015-08-25 11:18:30.010
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf curl on cotton,LEAF CURL ON COTTON  - CONFIDOR 15 ML + BAVISTIN 30 GM /15 LITER WATER SPRAY,MAHARASHTRA,DHULE,SAKRI,2015-08-27 09:21:35.720
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for attack of blight on cotton-?,Spray Redomil Gold 30 gm NUVAN 30 MILLI /15 Liter of Water(Mephonaxon+Mancozeb)-Syngenta,MAHARASHTRA,DHULE,DHULE,2015-08-28 06:29:33.523
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,mealy bug on cotton?,spray Chloropyriphos  30 ml /15 Lit of Water.,MAHARASHTRA,DHULE,DHULE,2015-08-28 09:59:45.473
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,leaf drop,SPRAY PLANO FIX 5 ML + 00:52:34 60 GM/15 LITER WATER,MAHARASHTRA,DHULE,DHULE,2015-08-31 14:44:46.200
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thriphs on cotton ?,Spray Admire 5 gm +ANTRACOL 30 GM /15 Liter of Water (Imida 70 wp)-Bayer,MAHARASHTRA,DHULE,DHULE,2016-08-01 09:25:05.047
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphids ?,Spray Actra 4 gm/ 15 Liter of Water(Thiomithoxom 25%),MAHARASHTRA,DHULE,SHIRPUR,2016-08-04 17:43:13.620
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of sucking pest and fungal disease?,Spray Actra 5 gm + M-45 30 gm/15 Lit of Water.,MAHARASHTRA,DHULE,DHULE,2016-08-09 18:04:24.190
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphids on cotton ?,Spray Admire 5 gm/15 Liter of Water (Imida 70 wp)-Bayer,MAHARASHTRA,DHULE,DHULE,2016-08-10 09:04:25.703
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,mealy bug on cotton ?,Spray profenophos 30 ml/ 15 liter of water,MAHARASHTRA,DHULE,SHIRPUR,2016-08-17 10:27:39.407
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of mealy bug?,Spray Asataf 5 gm+m 45 30 gm/15 Liter of Water (Asifet 70 sp)-Tata Rallis,MAHARASHTRA,DHULE,SHIRPUR,2016-08-17 10:47:06.500
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of catterpiller & sucking pest   control measure ?,fighter 15 mili + excite 15 mili /pamp spray  on crop.,MAHARASHTRA,DHULE,SAKRI,2016-08-17 14:49:05.703
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of aphids and sugarcane pyrilla(mava)?,Spray Asataf 5 gm+M 45 30 GM/15 Liter of Water (Asifet 70 sp)-Tata Rallis,MAHARASHTRA,DHULE,SHINDKHEDE,2016-08-19 09:56:08.447
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of thrips and jassids on cotton?,Spray Regent 30 ml /15 liter water(Fipronil 5 SC)-Bayer,MAHARASHTRA,DHULE,SHIRPUR,2016-08-20 19:42:53.170
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,alternia leaf spot control on cotton crop?,YOU CAN SPRAY ANTRACOL 25 GRAM /PAMP WATER USE FOR ALTERNIA LEAF SPOT CONTROL ON COTTON CROP,MAHARASHTRA,DHULE,SHIRPUR,2016-08-21 18:23:25.460
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white fly,Spray Tata manik 7 gm/15 liter of water(Acetamapride20SP)-Tata Rallis,MAHARASHTRA,DHULE,SHIRPUR,2016-08-21 18:26:40.110
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of white fly on cotton ?,Attack of White Fly - Spray Marker 15 ml/15 liter of water(Bifenthruin)-Dhanuka,MAHARASHTRA,DHULE,SHINDKHEDE,2016-08-22 17:25:48.460
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,sucking pest control on cotton crop,YOU CAN SPRAY TRAYZOPHOS 40 MILI +ASEFET 30 GRAM /PAMP WATER USE FOR  SUCKING PEST CONTROL ON COTTON CROP.,MAHARASHTRA,DHULE,SHIRPUR,2016-08-24 11:33:30.643
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,thrips on cotton?attack of thrips and jassids?,Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta,MAHARASHTRA,DHULE,SAKRI,2016-08-29 14:55:45.093
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about attack of thrips on cotton?,ATTACK OF THRIPS ON COTTON-Spray Roger 15 ml/15 Liter of Water(Dimethoate)-Cheminova,MAHARASHTRA,DHULE,DHULE,2016-08-30 08:38:11.940
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of blight?,SPRAY  19:19:19   – 60 GRAMS + MICROLA – 40 ML + BAVISTIN – 30 GRAMS IN 15 LITER OF WATER,MAHARASHTRA,DHULE,DHULE,2016-08-30 09:47:52.347
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of sucking pest and fungal disease?,Spray Actra 5 gm + M-45 30 gm/15 Lit of Water.,MAHARASHTRA,DHULE,DHULE,2016-08-30 21:45:13.027
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked about cotton fertilizer doses ?,00.52.34-60 GRAM + MICROLLA-30 MILEE /15 LITER WATER.,MAHARASHTRA,JALGAON,JAMNER,2015-08-01 11:37:25.270
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,yellowing of leaves ?,Redomil Gold 30gm + actra 5 gm + microlla 30ml/ 15 LITER OF WATER,MAHARASHTRA,JALGAON,AMALNER,2015-08-01 19:20:29.770
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked for cotton damping off-?,BLUE COPPER 40 GRAM + 19;191;19 -60 GM / 15 LIT. WATER.,MAHARASHTRA,JALGAON,JAMNER,2015-08-02 08:21:56.277
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about fertiliser dose for,APPLICATION OF 10:26:26 2 BAG + MICRO NUTRIENTS 10 KG/ACRE,MAHARASHTRA,JALGAON,CHALISGAON,2015-08-02 08:39:55.883
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asked information about cotton,SPRAY ADMIRE- 4GM / 15 LIT OF WATER,MAHARASHTRA,JALGAON,BHUSAWAL,2015-08-02 09:03:52.090
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,aphids attack ? thrips attack ?,Spray Actra 5 gm + regent 10 ml + redomil gold 30 gm /15 Lit of Water.,MAHARASHTRA,JALGAON,BHUSAWAL,2015-08-02 09:27:15.170
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,asking about sucking pest on cotton ?,Spray Actra 5 gm/15 Lit of Water.,MAHARASHTRA,JALGAON,DHARANGAON,2015-08-02 17:03:29.737
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,attack of fungus?,Spray Bavistine 30gm/15lit of Water.,MAHARASHTRA,JALGAON,DHARANGAON,2015-08-02 17:48:13.577
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,reddening of cotton?,Spray of magnesium sulphate 60 gm + DAP 200 gm /15 lit water,MAHARASHTRA,JALGAON,PAROLA,2015-08-03 07:46:40.313
KHARIF,AGRICULTURE,Fiber Crops,Cotton (Kapas),	Plant Protection	,fertilizer dose for   cotton?,APPLICATION OF 10:26:26 –75 KG+ UREA ---25 KG + 10 KG MICRONUTRIENT + 10 KG magnesium sulphate / ACRE,MAHARASHTRA,JALGAON,MUKTAINAGAR,2015-08-03 08:45:45.640
